UID,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp
2450,L49629,L,-0.35243703985130526,-0.8125581165062443,1.6254840919186324,-1.491153984749919,-0.2977331190889661,0,0,0,0,0,0,2026-01-18 00:10:00
2451,L49630,L,-0.40243307347895485,-0.8799590021118113,-0.25634940812671225,-0.22024026898666071,-0.2663117567240285,0,0,0,0,0,0,2026-01-18 00:20:00
2452,L49631,L,-0.40243307347895485,-0.8799590021118113,0.8055423526131609,-0.9565632947860085,-0.23489039435909093,0,0,0,0,0,0,2026-01-18 00:30:00
2453,M17312,M,-0.452429107106576,-0.9473598877173399,2.455507082117204,-2.5603353646777394,-0.2034690319941533,0,0,0,0,0,0,2026-01-18 00:40:00
2454,L49633,L,-0.5024251407342256,-0.9473598877173399,0.7921006847556941,-0.9263034444106928,-0.15633698844674693,0,0,0,0,0,0,2026-01-18 00:50:00
2455,L49634,L,-0.5024251407342256,-0.9473598877173399,0.825704854399361,-0.8355238932847459,-0.12491562608180933,0,0,0,0,0,0,2026-01-18 01:00:00
2456,L49635,L,-0.5024251407342256,-0.9473598877173399,2.455507082117204,-1.7836658717113036,-0.09349426371687172,0,0,0,0,0,0,2026-01-18 01:10:00
2457,L49636,L,-0.452429107106576,-0.9473598877173399,0.16706312938349033,-0.34127967048792296,-0.06207290135193413,0,0,0,0,0,0,2026-01-18 01:20:00
2458,L49637,L,-0.5024251407342256,-0.9473598877173399,0.8794715258292279,-0.785090809325886,-0.030651538986996525,0,0,0,0,0,0,2026-01-18 01:30:00
2459,L49638,L,-0.5024251407342256,-0.9473598877173399,-0.646157775993248,0.5967756911468627,0.0007698233779410748,0,0,0,0,0,0,2026-01-18 01:40:00
2460,L49639,L,-0.5024251407342256,-0.9473598877173399,-1.56691202422972,1.4339648848639301,0.03219118574287867,0,0,0,0,0,0,2026-01-18 01:50:00
2461,L49640,L,-0.5024251407342256,-0.9473598877173399,-0.43109109027377995,0.6472087751057222,0.06361254810781627,0,0,0,0,0,0,2026-01-18 02:00:00
2462,M17321,M,-0.5524211743618752,-0.9473598877173399,-0.08832855990837787,-0.018507933151222865,0.09503391047275388,0,0,0,0,0,0,2026-01-18 02:10:00
2463,L49642,L,-0.5524211743618752,-1.014760773322907,1.4238590740566313,-0.5530986231151328,0.14216595402016027,0,0,0,0,0,0,2026-01-18 02:20:00
2464,L49643,L,-0.5524211743618752,-1.014760773322907,0.3350839776018247,-0.08911425069362568,0.17358731638509786,0,0,0,0,0,0,2026-01-18 02:30:00
2465,M17324,M,-0.5524211743618752,-1.014760773322907,0.02592561688008948,0.2941771873937059,0.20500867875003548,0,0,0,0,0,0,2026-01-18 02:40:00
2466,L49645,L,-0.5524211743618752,-0.9473598877173399,-0.3302785813427793,0.07227161797472474,0.2521407222974419,0,0,0,0,0,0,2026-01-18 02:50:00
2467,L49646,L,-0.5024251407342256,-0.9473598877173399,-0.6797619456369148,-0.23032688577843202,0.2835620846623795,0,0,0,0,0,0,2026-01-18 03:00:00
2468,M17327,M,-0.5524211743618752,-0.9473598877173399,0.2947589740294244,-0.6539647910328518,0.31498344702731707,0,0,0,0,0,0,2026-01-18 03:10:00
2469,M17328,M,-0.5524211743618752,-0.9473598877173399,-0.04128272240724426,0.04201176759940863,0.3621154905747235,0,0,0,0,0,0,2026-01-18 03:20:00
2470,L49649,L,-0.5024251407342256,-0.8799590021118113,-0.15553689919571162,-0.2505001193619761,0.4092475341221299,0,0,0,0,0,0,2026-01-18 03:30:00
2471,L49650,L,-0.5524211743618752,-1.014760773322907,-0.4243702563450466,0.47573628964560044,0.4406688964870675,0,0,0,0,0,0,2026-01-18 03:40:00
2472,L49651,L,-0.5524211743618752,-1.082161658928474,-1.5400286885147867,1.1212797643190013,0.47209025885200506,0,0,0,0,0,0,2026-01-18 03:50:00
2473,L49652,L,-0.5524211743618752,-1.014760773322907,-0.6797619456369148,1.524744435989877,0.5035116212169427,0,0,0,0,0,0,2026-01-18 04:00:00
2474,M17333,M,-0.5524211743618752,-1.014760773322907,0.16706312938349033,-0.24041350257020405,0.5349329835818802,0,0,0,0,0,0,2026-01-18 04:10:00
2475,L49654,L,-0.5524211743618752,-1.014760773322907,-0.1824202349106451,0.0621850011829527,0.5820650271292866,0,0,0,0,0,0,2026-01-18 04:20:00
2476,L49655,L,-0.5524211743618752,-1.014760773322907,-0.47813692777491357,0.31435042097725,0.6134863894942243,0,0,0,0,0,0,2026-01-18 04:30:00
2477,H31890,H,-0.5524211743618752,-1.082161658928474,-0.5453452670622473,0.24374410343484648,0.6449077518591618,0,0,0,0,0,0,2026-01-18 04:40:00
2478,L49657,L,-0.5524211743618752,-1.014760773322907,-0.9620369706437165,1.7466500054088583,0.7234611577715059,0,0,0,0,0,0,2026-01-18 04:50:00
2479,M17338,M,-0.5524211743618752,-1.014760773322907,-0.49829942956111367,1.0103269796095105,0.7548825201364434,0,0,0,0,0,0,2026-01-18 05:00:00
2480,L49659,L,-0.5024251407342256,-1.014760773322907,0.4963839918914257,-0.5329253895315887,0.8020145636838498,0,0,0,0,0,0,2026-01-18 05:10:00
2481,L49660,L,-0.5024251407342256,-0.9473598877173399,1.3700924026267642,-0.7649175757423428,0.8334359260487875,0,0,0,0,0,0,2026-01-18 05:20:00
2482,L49661,L,-0.5024251407342256,-0.9473598877173399,-1.0225244760023169,0.7884214101905285,0.8648572884137251,0,0,0,0,0,0,2026-01-18 05:30:00
2483,L49662,L,-0.5524211743618752,-0.8799590021118113,-0.17569940098191175,0.18322440268421497,0.8962786507786626,0,0,0,0,0,0,2026-01-18 05:40:00
2484,M17343,M,-0.5524211743618752,-0.8799590021118113,-0.8612244617127159,0.9901537460259664,0.9277000131436003,0,0,0,0,0,0,2026-01-18 05:50:00
2485,H31898,H,-0.6024172079894964,-0.9473598877173399,-0.04128272240724426,-0.23032688577843202,0.9748320566910067,0,0,0,0,0,0,2026-01-18 06:00:00
2486,L49665,L,-0.6024172079894964,-0.9473598877173399,0.42245481867535856,-0.45223245519741395,1.0533854626033508,0,0,0,0,0,0,2026-01-18 06:10:00
2487,M17346,M,-0.5524211743618752,-0.8799590021118113,1.6254840919186324,-1.1683822474132184,1.0848068249682883,0,0,0,0,0,0,2026-01-18 06:20:00
2488,H31901,H,-0.5524211743618752,-0.9473598877173399,0.6240798365373598,-0.9061302108271491,1.1319388685156946,0,0,0,0,0,0,2026-01-18 06:30:00
2489,L49668,L,-0.5524211743618752,-0.8799590021118113,-1.170382822434451,1.0809332971519139,1.2104922744280386,0,0,0,0,0,0,2026-01-18 06:40:00
2490,H31903,H,-0.5524211743618752,-0.8799590021118113,-0.20258273669684523,0.16305116910067163,1.2419136367929762,0,0,0,0,0,0,2026-01-18 06:50:00
2491,H31904,H,-0.452429107106576,-0.8125581165062443,0.24099230259955745,0.6673820086892662,1.3204670427053202,0,0,0,0,0,0,2026-01-18 07:00:00
2492,L49671,L,-0.452429107106576,-0.7451572309007156,-0.5722286027771808,0.3446102713525654,1.3990204486176643,0,0,0,0,0,0,2026-01-18 07:10:00
2493,H31906,H,-0.5024251407342256,-0.8125581165062443,-0.9956411402873834,1.8676894069101213,1.4304418109826018,0,0,0,0,0,0,2026-01-18 07:20:00
2494,M17353,M,-0.5024251407342256,-0.8125581165062443,-0.7536911188529819,0.5766024575633193,1.5089952168949459,0,0,0,0,0,0,2026-01-18 07:30:00
2495,L49674,L,-0.452429107106576,-0.8125581165062443,-1.3518453385102522,1.3734451841132986,1.5561272604423522,1,0,0,0,1,0,2026-01-18 07:40:00
2496,M17355,M,-0.452429107106576,-0.8125581165062443,-0.2630702420554456,0.10253146835004012,1.58754862280729,0,0,0,0,0,0,2026-01-18 07:50:00
2497,M17356,M,-0.40243307347895485,-0.7451572309007156,0.28803814010069106,-0.2605867361537481,1.6346806663546962,0,0,0,0,0,0,2026-01-18 08:00:00
2498,M17357,M,-0.40243307347895485,-0.7451572309007156,-0.061445224193444385,0.23365748664307442,1.6818127099021027,0,0,0,0,0,0,2026-01-18 08:10:00
2499,L49678,L,-0.452429107106576,-0.7451572309007156,-0.4243702563450466,0.7279017094398977,1.728944753449509,0,0,0,0,0,0,2026-01-18 08:20:00
2500,M17359,M,-0.452429107106576,-0.7451572309007156,-1.3787286742251856,0.84894111094116,1.7603661158144466,0,0,0,0,0,0,2026-01-18 08:30:00
2501,L49680,L,-0.452429107106576,-0.7451572309007156,0.5837548329649596,-0.7750041925341148,1.807498159361853,0,0,0,0,0,0,2026-01-18 08:40:00
2502,M17361,M,-0.452429107106576,-0.7451572309007156,-0.36388275098644624,0.27400395381016257,1.8389195217267906,0,0,0,0,0,0,2026-01-18 08:50:00
2503,L49682,L,-0.40243307347895485,-0.6777563452951486,-0.10177022776584463,0.8993741949000195,1.8860515652741972,1,0,0,0,1,0,2026-01-18 09:00:00
2504,L49683,L,-0.40243307347895485,-0.6777563452951486,-0.8208994581403156,0.7279017094398977,-1.6959837443286894,0,0,0,0,0,0,2026-01-18 09:10:00
2505,L49684,L,-0.40243307347895485,-0.6103554596895817,-0.4176494224163132,0.5665158407715473,-1.6645623819637516,0,0,0,0,0,0,2026-01-18 09:20:00
2506,L49685,L,-0.40243307347895485,-0.6103554596895817,-0.9620369706437165,0.8792009613164761,-1.633141019598814,0,0,0,0,0,0,2026-01-18 09:30:00
2507,M17366,M,-0.40243307347895485,-0.6103554596895817,-0.1824202349106451,-0.5329253895315887,-1.6017196572338765,0,0,0,0,0,0,2026-01-18 09:40:00
2508,H31921,H,-0.40243307347895485,-0.6103554596895817,-0.8074577902828489,0.7178150926481257,-1.55458761368647,0,0,0,0,0,0,2026-01-18 09:50:00
2509,L49688,L,-0.5024251407342256,-0.7451572309007156,0.5703131651074927,-0.9464766779942365,-1.4760342077741262,0,0,0,0,0,0,2026-01-18 10:00:00
2510,L49689,L,-0.5024251407342256,-0.7451572309007156,-0.1286535634807781,-0.4118859880303265,-1.4446128454091884,0,0,0,0,0,0,2026-01-18 10:10:00
2511,L49690,L,-0.452429107106576,-0.6777563452951486,-0.8410619599265158,1.393618417696842,-1.413191483044251,0,0,0,0,0,0,2026-01-18 10:20:00
2512,M17371,M,-0.5024251407342256,-0.7451572309007156,-0.027841054549777512,0.11261808514181217,-1.3817701206793134,0,0,0,0,0,0,2026-01-18 10:30:00
2513,L49692,L,-0.5524211743618752,-0.8125581165062443,-0.0009577188348440168,-0.16980718502780123,-1.3346380771319069,0,0,0,0,0,0,2026-01-18 10:40:00
2514,L49693,L,-0.5024251407342256,-0.8799590021118113,0.3552464793880248,-0.7548309589505707,-1.3032167147669693,0,0,0,0,0,0,2026-01-18 10:50:00
2515,L49694,L,-0.5524211743618752,-0.9473598877173399,2.455507082117204,-2.146784076215092,-1.2717953524020318,0,0,0,0,0,0,2026-01-18 11:00:00
2516,L49695,L,-0.6024172079894964,-1.014760773322907,-0.26979107598417895,-0.5026655391562734,-1.240373990037094,0,0,0,0,0,0,2026-01-18 11:10:00
2517,L49696,L,-0.6024172079894964,-1.014760773322907,1.383534070484231,-1.1078625466625869,-1.2089526276721565,0,0,0,0,0,0,2026-01-18 11:20:00
2518,L49697,L,-0.6024172079894964,-1.014760773322907,-0.9082702992138495,0.4454764392702843,-1.177531265307219,0,0,0,0,0,0,2026-01-18 11:30:00
2519,M17378,M,-0.5524211743618752,-0.9473598877173399,-0.7066452813518483,0.969980512442423,-1.1461099029422812,0,0,0,0,0,0,2026-01-18 11:40:00
2520,L49699,L,-0.6024172079894964,-0.9473598877173399,0.6778465079672268,-0.7649175757423428,-1.098977859394875,0,0,0,0,0,0,2026-01-18 11:50:00
2521,L49700,L,-0.6024172079894964,-0.9473598877173399,0.032646450808822856,0.1227047019335842,-1.0675564970299374,0,0,0,0,0,0,2026-01-18 12:00:00
2522,L49701,L,-0.6024172079894964,-0.9473598877173399,0.3619673133167582,-0.5631852399069049,-1.0361351346649996,0,0,0,0,0,0,2026-01-18 12:10:00
2523,M17382,M,-0.6024172079894964,-0.8799590021118113,0.08641312223868984,-0.17989380181957257,-1.004713772300062,0,0,0,0,0,0,2026-01-18 12:20:00
2524,L49703,L,-0.6024172079894964,-0.8799590021118113,0.7047298436821603,-0.4824923055727293,-0.9575817287526557,0,0,0,0,0,0,2026-01-18 12:30:00
2525,M17384,M,-0.6024172079894964,-0.8799590021118113,-0.5655077688484474,0.5564292239797752,-0.9261603663877181,0,0,0,0,0,0,2026-01-18 12:40:00
2526,M17385,M,-0.6024172079894964,-0.9473598877173399,0.4560589883190254,-0.49257892236450135,-0.8790283228403117,0,0,0,0,0,0,2026-01-18 12:50:00
2527,L49706,L,-0.6024172079894964,-0.9473598877173399,-0.19586190276811186,-0.5026655391562734,-0.8318962792929053,0,0,0,0,0,0,2026-01-18 13:00:00
2528,L49707,L,-0.6024172079894964,-1.014760773322907,-0.5386244331335139,1.0910199139436854,-0.8004749169279677,0,0,0,0,0,0,2026-01-18 13:10:00
2529,L49708,L,-0.6024172079894964,-0.9473598877173399,1.3432090669118308,-1.4205476672075157,-0.7690535545630302,0,0,0,0,0,0,2026-01-18 13:20:00
2530,M17389,M,-0.6024172079894964,-0.9473598877173399,0.2745964722432243,-0.6337915574493077,-0.7376321921980925,0,0,0,0,0,0,2026-01-18 13:30:00
2531,L49710,L,-0.5524211743618752,-0.8799590021118113,-0.6192744402783145,1.1817994650696328,-0.6905001486506861,0,0,0,0,0,0,2026-01-18 13:40:00
2532,M17391,M,-0.6024172079894964,-1.014760773322907,-0.1353743974095115,-0.12946071786071311,-0.6590787862857486,0,0,0,0,0,0,2026-01-18 13:50:00
2533,L49712,L,-0.5524211743618752,-0.8799590021118113,-0.9485953027862497,0.4959095232291438,-0.6119467427383422,0,0,0,0,0,0,2026-01-18 14:00:00
2534,L49713,L,-0.6024172079894964,-0.8799590021118113,-0.26979107598417895,-0.6438781742410797,-0.5805253803734045,0,0,0,0,0,0,2026-01-18 14:10:00
2535,L49714,L,-0.5524211743618752,-0.8799590021118113,1.3364882329830974,-1.3499413496651123,-0.5491040180084669,0,0,0,0,0,0,2026-01-18 14:20:00
2536,L49715,L,-0.5024251407342256,-0.8125581165062443,-0.23618690634051212,-0.1597205682360292,-0.5176826556435293,0,0,0,0,0,0,2026-01-18 14:30:00
2537,L49716,L,-0.5524211743618752,-0.8125581165062443,-1.6744453670894541,1.4037050344886142,-0.48626129327859174,0,0,0,0,0,0,2026-01-18 14:40:00
2538,H31951,H,-0.5524211743618752,-0.8799590021118113,-1.1905453242206512,0.8186812605658446,-0.4548399309136541,0,0,0,0,0,0,2026-01-18 14:50:00
2539,L49718,L,-0.452429107106576,-0.8125581165062443,-0.6797619456369148,1.0204135964012824,-0.3762865250013101,0,0,0,0,0,0,2026-01-18 15:00:00
2540,L49719,L,-0.452429107106576,-0.8125581165062443,-0.7872952884966488,0.2134842530595311,-0.3448651626363725,0,0,0,0,0,0,2026-01-18 15:10:00
2541,L49720,L,-0.452429107106576,-0.8125581165062443,-0.18914106883937848,-0.16980718502780123,-0.3134438002714349,0,0,0,0,0,0,2026-01-18 15:20:00
2542,H31955,H,-0.452429107106576,-0.8125581165062443,0.15362146152602357,-0.7447443421587987,-0.28202243790649734,0,0,0,0,0,0,2026-01-18 15:30:00
2543,H31956,H,-0.40243307347895485,-0.7451572309007156,1.22223405619463,-1.3701145832486563,-0.2034690319941533,0,0,0,0,0,0,2026-01-18 15:40:00
2544,L49723,L,-0.35243703985130526,-0.6777563452951486,1.7195757669208998,-1.662626470210041,-0.12491562608180933,0,0,0,0,0,0,2026-01-18 15:50:00
2545,L49724,L,-0.40243307347895485,-0.6777563452951486,2.455507082117204,-1.874445422837251,-0.09349426371687172,0,0,0,0,0,0,2026-01-18 16:00:00
2546,M17405,M,-0.40243307347895485,-0.6777563452951486,0.0729714543812231,-0.3715395208632391,-0.06207290135193413,0,0,0,0,0,0,2026-01-18 16:10:00
2547,L49726,L,-0.40243307347895485,-0.6103554596895817,0.503104825820159,-0.573271856698677,-0.014940857804527726,0,0,0,0,0,0,2026-01-18 16:20:00
2548,L49727,L,-0.40243307347895485,-0.6103554596895817,0.3216423097443579,-0.1899804186113446,0.016480504560409875,0,0,0,0,0,0,2026-01-18 16:30:00
2549,M17408,M,-0.35243703985130526,-0.542954574084053,-0.6058327724208477,-0.2505001193619761,0.047901866925347474,0,0,0,0,0,0,2026-01-18 16:40:00
2550,L49729,L,-0.3024410062236841,-0.542954574084053,-0.27651190991291236,0.23365748664307442,0.09503391047275388,0,0,0,0,0,0,2026-01-18 16:50:00
2551,L49730,L,-0.3024410062236841,-0.47555368847848606,-1.1031744831471173,0.84894111094116,0.12645527283769148,0,0,0,0,0,0,2026-01-18 17:00:00
2552,L49731,L,-0.35243703985130526,-0.542954574084053,0.0729714543812231,-0.2807599697372915,0.15787663520262907,0,0,0,0,0,0,2026-01-18 17:10:00
2553,H31966,H,-0.35243703985130526,-0.6103554596895817,0.14690062759729022,0.07227161797472474,0.18929799756756668,0,0,0,0,0,0,2026-01-18 17:20:00
2554,L49733,L,-0.35243703985130526,-0.6103554596895817,-0.38404525277264634,0.031925150807636596,0.26785140347991065,0,0,0,0,0,0,2026-01-18 17:30:00
2555,L49734,L,-0.35243703985130526,-0.6103554596895817,0.005763115093889357,-0.21015365219488868,0.29927276584484824,0,0,0,0,0,0,2026-01-18 17:40:00
2556,L49735,L,-0.35243703985130526,-0.542954574084053,-0.1286535634807781,-0.2807599697372915,0.3306941282097859,0,0,0,0,0,0,2026-01-18 17:50:00
2557,M17416,M,-0.35243703985130526,-0.6103554596895817,-0.5453452670622473,0.7985080269823005,0.3621154905747235,0,0,0,0,0,0,2026-01-18 18:00:00
2558,M17417,M,-0.3024410062236841,-0.6103554596895817,-0.6058327724208477,1.0103269796095105,0.4092475341221299,0,0,0,0,0,0,2026-01-18 18:10:00
2559,M17418,M,-0.40243307347895485,-0.6777563452951486,2.35805499015057,-1.6222800030429536,0.45637957766953624,0,0,0,0,0,0,2026-01-18 18:20:00
2560,L49739,L,-0.35243703985130526,-0.6777563452951486,-0.5587869349197141,1.050673446776598,0.5035116212169427,0,0,0,0,0,1,2026-01-18 18:30:00
2561,M17420,M,-0.3024410062236841,-0.6103554596895817,-1.3720078402964524,2.2207209946221376,0.5349329835818802,0,0,0,0,0,0,2026-01-18 18:40:00
2562,L49741,L,-0.3024410062236841,-0.542954574084053,0.5165464936776257,-0.8355238932847459,0.5820650271292866,0,0,0,0,0,0,2026-01-18 18:50:00
2563,L49742,L,-0.35243703985130526,-0.6103554596895817,0.14017979366855685,-0.08911425069362568,0.6134863894942243,0,0,0,0,0,0,2026-01-18 19:00:00
2564,L49743,L,-0.35243703985130526,-0.6103554596895817,-0.22946607241177874,-0.2807599697372915,0.6449077518591618,0,0,0,0,0,0,2026-01-18 19:10:00
2565,L49744,L,-0.35243703985130526,-0.6103554596895817,-0.24962857419797885,-0.20006703540311663,0.6763291142240995,0,0,0,0,0,0,2026-01-18 19:20:00
2566,L49745,L,-0.3024410062236841,-0.6103554596895817,-1.5198661867285865,1.0607600635683698,0.7077504765890371,0,0,0,0,0,0,2026-01-18 19:30:00
2567,M17426,M,-0.35243703985130526,-0.6777563452951486,-0.7402494509955152,0.16305116910067163,0.7391718389539746,0,0,0,0,0,0,2026-01-18 19:40:00
2568,L49747,L,-0.3024410062236841,-0.6103554596895817,1.5851590883462323,-1.55167368550055,0.7863038825013811,0,0,0,0,0,0,2026-01-18 19:50:00
2569,L49748,L,-0.20244893896838492,-0.542954574084053,-0.5386244331335139,0.31435042097725,0.8177252448663187,0,0,0,0,0,0,2026-01-18 20:00:00
2570,H31983,H,-0.2524449725960345,-0.542954574084053,2.29756748479197,-1.7534060213359879,0.8491466072312562,0,0,0,0,0,0,2026-01-18 20:10:00
2571,L49750,L,-0.20244893896838492,-0.542954574084053,1.2289548901233633,-1.3600279664568842,0.9277000131436003,0,0,0,0,0,0,2026-01-18 20:20:00
2572,M17431,M,-0.2524449725960345,-0.542954574084053,-0.22274523848304537,0.09244485155826809,0.9591213755085378,0,0,0,0,0,0,2026-01-18 20:30:00
2573,M17432,M,-0.3024410062236841,-0.6103554596895817,-1.1972661581493846,0.47573628964560044,1.0062534190559442,0,0,0,0,0,0,2026-01-18 20:40:00
2574,L49753,L,-0.2524449725960345,-0.542954574084053,-0.2093035706255786,0.15296455230889958,1.0533854626033508,0,0,0,0,0,0,2026-01-18 20:50:00
2575,L49754,L,-0.2524449725960345,-0.47555368847848606,2.455507082117204,-2.0862643754644603,1.0848068249682883,0,0,0,0,0,0,2026-01-18 21:00:00
2576,L49755,L,-0.2524449725960345,-0.47555368847848606,-0.7268077831380484,0.9296340452753356,1.1162281873332258,0,0,0,0,0,0,2026-01-18 21:10:00
2577,L49756,L,-0.2524449725960345,-0.47555368847848606,-0.04800355633597764,0.15296455230889958,1.1476495496981634,0,0,0,0,0,0,2026-01-18 21:20:00
2578,L49757,L,-0.2524449725960345,-0.4081528028729574,0.22082980081335732,0.15296455230889958,1.179070912063101,0,0,0,0,0,0,2026-01-18 21:30:00
2579,L49758,L,-0.3024410062236841,-0.47555368847848606,-0.935153634928783,0.6673820086892662,1.2104922744280386,0,0,0,0,0,0,2026-01-18 21:40:00
2580,L49759,L,-0.35243703985130526,-0.6103554596895817,1.7800632722795,-1.5415870687087783,1.2419136367929762,0,0,0,0,0,0,2026-01-18 21:50:00
2581,L49760,L,-0.35243703985130526,-0.6103554596895817,-1.5937953599446537,1.3835318009050708,1.273334999157914,0,0,0,0,0,0,2026-01-18 22:00:00
2582,L49761,L,-0.40243307347895485,-0.6103554596895817,-1.2443119956505182,2.0895949763291033,1.3047563615228515,1,0,0,0,1,0,2026-01-18 22:10:00
2583,L49762,L,-0.40243307347895485,-0.6777563452951486,0.5703131651074927,-0.6337915574493077,1.336177723887789,0,0,0,0,0,0,2026-01-18 22:20:00
2584,L49763,L,-0.40243307347895485,-0.7451572309007156,-1.2644744974367184,1.0910199139436854,1.3675990862527267,0,0,0,0,0,0,2026-01-18 22:30:00
2585,L49764,L,-0.452429107106576,-0.8125581165062443,-0.18914106883937848,0.6774686254810383,1.3990204486176643,0,0,0,0,0,0,2026-01-18 22:40:00
2586,M17445,M,-0.5024251407342256,-0.8799590021118113,0.6039173347511596,-0.462319071989186,1.4304418109826018,0,0,0,0,0,0,2026-01-18 22:50:00
2587,L49766,L,-0.5024251407342256,-0.8799590021118113,0.046088118666289604,0.2840905706019339,1.4775738545300083,0,0,0,0,0,0,2026-01-18 23:00:00
2588,L49767,L,-0.5024251407342256,-0.8799590021118113,2.455507082117204,-2.3384297952587576,1.5089952168949459,0,0,0,0,0,0,2026-01-18 23:10:00
2589,L49768,L,-0.5024251407342256,-0.8799590021118113,1.1819090526222298,-1.1482090138296743,1.5404165792598834,0,0,0,0,0,0,2026-01-18 23:20:00
2590,L49769,L,-0.5024251407342256,-0.8799590021118113,2.455507082117204,-2.3586030288423014,1.5718379416248212,0,0,0,0,0,0,2026-01-18 23:30:00
2591,L49770,L,-0.5024251407342256,-0.8799590021118113,-0.9015494652851161,0.869114344524704,-1.6959837443286894,0,0,0,0,0,0,2026-01-18 23:40:00
2592,L49771,L,-0.5524211743618752,-0.9473598877173399,-0.05472439026471101,0.6472087751057222,-1.6645623819637516,0,0,0,0,0,0,2026-01-18 23:50:00
2593,L49772,L,-0.5524211743618752,-0.9473598877173399,0.05952978652375635,0.5463426071880032,-1.633141019598814,0,0,0,0,0,0,2026-01-19 00:00:00
2594,H32007,H,-0.5524211743618752,-1.014760773322907,-0.7738536206391821,1.413791651280386,-1.6017196572338765,0,0,0,0,0,0,2026-01-19 00:10:00
2595,L49774,L,-0.6024172079894964,-1.014760773322907,-0.5655077688484474,-0.30093320332083556,-1.5231662513215325,0,0,0,0,0,0,2026-01-19 00:20:00
2596,M17455,M,-0.6024172079894964,-0.9473598877173399,-0.29667441169911246,0.11261808514181217,-1.491744888956595,0,0,0,0,0,0,2026-01-19 00:30:00
2597,L49776,L,-0.5024251407342256,-0.8799590021118113,-0.6999244474231149,-0.13954733465248514,-1.4446128454091884,0,0,0,0,0,0,2026-01-19 00:40:00
2598,L49777,L,-0.5024251407342256,-0.8799590021118113,-0.5453452670622473,-0.10928748427716975,-1.413191483044251,0,0,0,0,0,0,2026-01-19 00:50:00
2599,L49778,L,-0.452429107106576,-0.8125581165062443,-1.4123328438688525,2.7452250677942747,-1.3817701206793134,1,0,0,1,0,0,2026-01-19 01:00:00
2600,M17459,M,-0.40243307347895485,-0.7451572309007156,-0.5587869349197141,-0.038681166734766216,-1.3503487583143756,0,0,0,0,0,0,2026-01-19 01:10:00
2601,L49780,L,-0.35243703985130526,-0.6777563452951486,-0.7268077831380484,0.737988326231669,-1.3032167147669693,0,0,0,0,0,0,2026-01-19 01:20:00
2602,L49781,L,-0.35243703985130526,-0.6103554596895817,-0.881386963498916,1.2221459322367203,-1.2717953524020318,0,0,0,0,0,0,2026-01-19 01:30:00
2603,L49782,L,-0.3024410062236841,-0.542954574084053,-0.6932036134943815,0.15296455230889958,-1.240373990037094,0,0,0,0,0,0,2026-01-19 01:40:00
2604,M17463,M,-0.35243703985130526,-0.542954574084053,-1.3182411688665854,0.6371221583139501,-1.2089526276721565,0,0,0,0,0,0,2026-01-19 01:50:00
2605,M17464,M,-0.35243703985130526,-0.6103554596895817,-0.9754786385011832,0.5665158407715473,-1.1618205841247502,0,0,0,0,0,0,2026-01-19 02:00:00
2606,L49785,L,-0.3024410062236841,-0.542954574084053,0.14690062759729022,-0.2605867361537481,-1.1146885405773437,0,0,0,0,0,0,2026-01-19 02:10:00
2607,H32020,H,-0.3024410062236841,-0.47555368847848606,0.02592561688008948,-0.2505001193619761,-1.0832671782124061,0,0,0,0,0,0,2026-01-19 02:20:00
2608,L49787,L,-0.3024410062236841,-0.47555368847848606,-0.5520661009909806,0.869114344524704,-1.004713772300062,0,0,0,0,0,0,2026-01-19 02:30:00
2609,L49788,L,-0.2524449725960345,-0.47555368847848606,-0.8141786242115823,0.47573628964560044,-0.9732924099351246,0,0,0,0,0,0,2026-01-19 02:40:00
2610,L49789,L,-0.3024410062236841,-0.542954574084053,0.6106381686798931,-0.5530986231151328,-0.9418710475701869,0,0,0,0,0,0,2026-01-19 02:50:00
2611,H32024,H,-0.3024410062236841,-0.6103554596895817,0.11329645795362334,0.09244485155826809,-0.9104496852052493,0,0,0,0,0,0,2026-01-19 03:00:00
2612,L49791,L,-0.3024410062236841,-0.6103554596895817,2.455507082117204,-1.8038391052948473,-0.8318962792929053,0,0,0,0,0,0,2026-01-19 03:10:00
2613,L49792,L,-0.3024410062236841,-0.6103554596895817,2.455507082117204,-2.600681831844827,-0.8004749169279677,0,0,0,0,0,0,2026-01-19 03:20:00
2614,M17473,M,-0.35243703985130526,-0.6103554596895817,0.2745964722432243,-0.16980718502780123,-0.7690535545630302,0,0,0,0,0,0,2026-01-19 03:30:00
2615,L49794,L,-0.35243703985130526,-0.6103554596895817,0.6980090097534268,-0.3211064369043796,-0.7219215110156237,0,0,0,0,0,0,2026-01-19 03:40:00
2616,L49795,L,-0.35243703985130526,-0.6777563452951486,-0.09504939383711125,-0.12946071786071311,-0.6905001486506861,0,0,0,0,0,0,2026-01-19 03:50:00
2617,L49796,L,-0.3024410062236841,-0.6103554596895817,-2.1717870778157238,2.674618750251873,-0.6590787862857486,0,0,0,0,0,0,2026-01-19 04:00:00
2618,L49797,L,-0.3024410062236841,-0.6103554596895817,0.9399590311878283,-0.4118859880303265,-0.6276574239208109,0,0,0,0,0,0,2026-01-19 04:10:00
2619,M17478,M,-0.3024410062236841,-0.6103554596895817,-0.4646952599174468,0.869114344524704,-0.5962360615558733,0,0,0,0,0,0,2026-01-19 04:20:00
