UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_mean,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_mean,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_mean,Torque [Nm]_roll_std,Tool wear [min]_roll_mean,Tool wear [min]_roll_std,Air temperature [K]_lag_1,Air temperature [K]_lag_2,Air temperature [K]_lag_3,Process temperature [K]_lag_1,Process temperature [K]_lag_2,Process temperature [K]_lag_3,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_2,Rotational speed [rpm]_lag_3,Torque [Nm]_lag_1,Torque [Nm]_lag_2,Torque [Nm]_lag_3,Tool wear [min]_lag_1,Tool wear [min]_lag_2,Tool wear [min]_lag_3
914,L48093,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,295.56666666666666,0.05773502694404092,306.03333333333336,0.05773502692323393,1560.0,65.9621103361615,37.53333333333335,7.051477386571756,173.66666666666666,2.5166114784172726,295.6,295.6,295.5,306.0,306.1,306.0,1569.0,1490.0,1546.0,40.4,42.7,35.9,174.0,171.0,169.0
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,295.5,0.10000000001528758,305.96666666666664,0.057735026923488274,1569.3333333333333,51.50080905513305,36.83333333333336,6.351640208114199,176.0,1.9999999999919917,295.5,295.6,295.6,306.0,306.0,306.1,1621.0,1569.0,1490.0,29.5,40.4,42.7,176.0,174.0,171.0
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,295.43333333333334,0.05773502694679767,305.90000000000003,0.10000000000275124,1555.0,57.29746940310663,36.10000000000002,5.84037670017952,178.33333333333334,2.516611478417169,295.4,295.5,295.6,305.9,306.0,306.0,1518.0,1621.0,1569.0,40.6,29.5,40.4,178.0,176.0,174.0
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,295.3666666666667,0.05773502694819246,305.8333333333333,0.05773502692399696,1544.3333333333333,38.88873015840549,38.33333333333336,2.2030282189142976,181.0,2.9999999999945723,295.4,295.4,295.5,305.8,305.9,306.0,1526.0,1518.0,1621.0,38.2,40.6,29.5,181.0,178.0,176.0
918,L48097,L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,295.3333333333333,0.05773502694890216,305.76666666666665,0.057735026924292325,1530.0,57.10516614107645,41.80000000000002,8.029943959953808,184.0,2.9999999999945226,295.3,295.4,295.4,305.8,305.8,305.9,1589.0,1526.0,1518.0,36.2,38.2,40.6,184.0,181.0,178.0
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,295.3,1.8822245818379372e-06,305.73333333333335,0.0577350269244195,1512.3333333333333,66.40281118547072,41.90000000000003,7.964295323504689,186.66666666666666,2.516611478416994,295.3,295.3,295.4,305.7,305.8,305.8,1475.0,1589.0,1526.0,51.0,36.2,38.2,187.0,184.0,181.0
920,L48099,L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,295.3333333333333,0.05773502694886114,305.73333333333335,0.0577350269244195,1451.6666666666667,38.69539162914977,46.73333333333335,7.131853429041503,189.33333333333334,2.5166114784169307,295.3,295.3,295.3,305.7,305.7,305.8,1473.0,1475.0,1589.0,38.5,51.0,36.2,189.0,187.0,184.0
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,295.40000000000003,0.10000000001637709,305.79999999999995,0.10000000000299518,1466.0,55.83009940883091,44.43333333333336,6.106826781015775,191.66666666666666,2.5166114784168743,295.4,295.3,295.3,305.8,305.7,305.7,1407.0,1473.0,1475.0,50.7,38.5,51.0,192.0,189.0,187.0
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,295.46666666666664,0.05773502694582543,305.8666666666666,0.05773502692391081,1506.0,93.57884376289302,44.00000000000002,6.7505555326949365,194.33333333333334,2.5166114784168103,295.5,295.4,295.3,305.9,305.8,305.7,1518.0,1407.0,1473.0,44.1,50.7,38.5,194.0,192.0,189.0
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,295.5,1.735032335493076e-06,305.9,7.479543731119826e-07,1497.0,108.04165863221436,44.56666666666669,7.610738028163328,197.66666666666666,4.041451884323112,295.5,295.5,295.4,305.9,305.9,305.8,1593.0,1518.0,1407.0,37.2,44.1,50.7,197.0,194.0,192.0
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,295.5,1.735032335493076e-06,305.93333333333334,0.05773502692369749,1465.3333333333333,112.63362434607737,44.96666666666669,7.605480480109811,201.33333333333334,4.041451884323058,295.5,295.5,295.5,305.9,305.9,305.9,1380.0,1593.0,1518.0,52.4,37.2,44.1,202.0,197.0,194.0
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,295.5,1.735032335493076e-06,305.9666666666667,0.05773502692359903,1534.3333333333333,231.07646642038927,41.76666666666669,12.771974527587028,205.0,2.9999999999941105,295.5,295.5,295.5,306.0,305.9,305.9,1423.0,1380.0,1593.0,45.3,52.4,37.2,205.0,202.0,197.0
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,295.53333333333336,0.05773502694425014,306.0333333333333,0.057735026923459554,1615.3333333333333,188.6168956730369,34.600000000000016,9.412226091632085,207.66666666666666,2.516611478416503,295.5,295.5,295.5,306.0,306.0,305.9,1800.0,1423.0,1380.0,27.6,45.3,52.4,208.0,205.0,202.0
927,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,295.56666666666666,0.05773502694343378,306.06666666666666,0.05773502692338981,1598.3333333333333,215.0635564974533,38.03333333333335,15.302396326501695,211.0,3.6055512754589962,295.6,295.5,295.5,306.1,306.0,306.0,1623.0,1800.0,1423.0,30.9,27.6,45.3,210.0,208.0,205.0
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,295.6,1.6521004917458604e-06,306.06666666666666,0.05773502692338981,1463.6666666666667,138.50752085476546,46.30000000000002,13.432423459673899,141.66666666666666,122.71240089466632,295.6,295.6,295.5,306.1,306.1,306.0,1372.0,1623.0,1800.0,55.6,30.9,27.6,215.0,210.0,208.0
929,L48108,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,295.6,1.6521004917458604e-06,306.03333333333336,0.05773502692348827,1572.3333333333333,326.4235489870994,43.30000000000002,18.601881625254965,73.33333333333333,122.71240089466633,295.6,295.6,295.6,306.0,306.1,306.1,1396.0,1372.0,1623.0,52.4,55.6,30.9,0.0,215.0,210.0
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,295.6,1.6521004917458604e-06,306.0,7.316257584362444e-07,1588.0,312.84660778087397,41.80000000000002,17.246158992656845,4.0,3.605551275460452,295.6,295.6,295.6,306.0,306.0,306.1,1949.0,1396.0,1372.0,21.9,52.4,55.6,5.0,0.0,215.0
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,295.56666666666666,0.0577350269434748,305.96666666666664,0.057735026923742605,1607.0,296.66816479022486,40.10000000000002,15.87576769797287,7.0,1.999999999993601,295.6,295.6,295.6,306.0,306.0,306.0,1419.0,1949.0,1396.0,51.1,21.9,52.4,7.0,5.0,0.0
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,295.53333333333336,0.057735026944360904,305.93333333333334,0.05773502692386978,1471.3333333333333,63.516402081142296,44.86666666666668,7.742308010750493,9.333333333333334,2.5166114784184845,295.5,295.6,295.6,305.9,306.0,306.0,1453.0,1419.0,1949.0,47.3,51.1,21.9,9.0,7.0,5.0
933,L48112,L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,295.53333333333336,0.057735026944360904,305.93333333333334,0.05773502692386978,1452.6666666666667,89.50046554813748,44.50000000000002,7.313685801290481,11.666666666666666,2.516611478418471,295.5,295.5,295.6,305.9,305.9,306.0,1542.0,1453.0,1419.0,36.2,47.3,51.1,12.0,9.0,7.0
934,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,295.53333333333336,0.057735026944360904,305.9666666666667,0.057735026923771325,1500.6666666666667,122.35331353638666,41.133333333333354,7.695020034628363,14.0,1.999999999993551,295.6,295.5,295.5,306.0,305.9,305.9,1363.0,1542.0,1453.0,50.0,36.2,47.3,14.0,12.0,9.0
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,295.53333333333336,0.057735026944360904,306.0,7.383928643888582e-07,1428.6666666666667,146.95010491093007,46.00000000000002,7.63151361133542,16.0,1.9999999999935365,295.5,295.6,295.5,306.0,306.0,305.9,1597.0,1363.0,1542.0,37.2,50.0,36.2,16.0,14.0,12.0
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,295.5,1.742524074361888e-06,306.0,7.383928643888582e-07,1521.3333333333333,170.58819810682493,41.53333333333335,8.030774142841507,18.333333333333332,2.516611478418433,295.5,295.5,295.6,306.0,306.0,306.0,1326.0,1597.0,1363.0,50.8,37.2,50.0,18.0,16.0,14.0
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,295.53333333333336,0.057735026944360904,306.0333333333333,0.057735026923631846,1461.6666666666667,161.9763357201704,44.53333333333336,7.245228314782863,21.0,2.9999999999956666,295.5,295.5,295.5,306.0,306.0,306.0,1641.0,1326.0,1597.0,36.6,50.8,37.2,21.0,18.0,16.0
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,295.56666666666666,0.0577350269434748,306.09999999999997,0.10000000000260674,1440.6666666666667,190.01666593573668,48.200000000000024,12.718490476467613,24.0,2.9999999999956515,295.6,295.5,295.5,306.1,306.0,306.0,1418.0,1641.0,1326.0,46.2,36.6,50.8,24.0,21.0,18.0
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,295.6,1.6521004917458686e-06,306.1666666666667,0.05773502692335288,1501.3333333333333,289.15105625491566,44.60000000000002,18.053254554234755,26.666666666666668,2.516611478418384,295.6,295.6,295.5,306.2,306.1,306.0,1263.0,1418.0,1641.0,61.8,46.2,36.6,27.0,24.0,21.0
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,295.56666666666666,0.0577350269434748,306.1666666666667,0.05773502692335288,1524.6666666666667,281.7948426308285,42.76666666666669,18.088762625821907,29.0,1.9999999999934417,295.6,295.6,295.6,306.2,306.2,306.1,1823.0,1263.0,1418.0,25.8,61.8,46.2,29.0,27.0,24.0
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,295.56666666666666,0.0577350269434748,306.1666666666667,0.05773502692335288,1584.6666666666667,207.6254640773462,38.46666666666669,11.71082120661622,31.0,1.9999999999934266,295.5,295.6,295.6,306.1,306.2,306.2,1488.0,1823.0,1263.0,40.7,25.8,61.8,31.0,29.0,27.0
942,L48121,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,295.56666666666666,0.0577350269434748,306.1666666666667,0.05773502692335288,1527.0,108.8714838697446,39.26666666666669,10.424170630478574,33.0,1.9999999999934128,295.6,295.5,295.6,306.2,306.1,306.2,1443.0,1488.0,1823.0,48.9,40.7,25.8,33.0,31.0,29.0
943,M15802,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,295.6333333333334,0.05773502694171901,306.23333333333335,0.057735026923254426,1518.3333333333333,114.42173453209573,40.46666666666668,10.869375940380934,35.0,1.9999999999934004,295.6,295.6,295.5,306.2,306.2,306.1,1650.0,1443.0,1488.0,28.2,48.9,40.7,35.0,33.0,31.0
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,295.6333333333334,0.05773502694171901,306.23333333333335,0.057735026923254426,1529.6666666666667,104.4812582874718,39.166666666666686,9.503858865394207,37.333333333333336,2.516611478418326,295.7,295.6,295.6,306.3,306.2,306.2,1462.0,1650.0,1443.0,44.3,28.2,48.9,37.0,35.0,33.0
945,M15804,M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,295.6666666666667,0.05773502694085342,306.26666666666665,0.05773502692318468,1550.3333333333333,140.2081785536543,39.26666666666669,9.33077345847235,40.0,2.999999999995578,295.6,295.7,295.6,306.2,306.3,306.2,1477.0,1462.0,1650.0,45.0,44.3,28.2,40.0,37.0,35.0
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,295.6666666666667,0.057735026940853425,306.26666666666665,0.05773502692318468,1512.0,185.00000000000023,41.30000000000002,11.409206808538379,43.0,2.9999999999955658,295.7,295.6,295.7,306.3,306.2,306.3,1712.0,1477.0,1462.0,28.5,45.0,44.3,43.0,40.0,37.0
947,L48126,L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,295.6666666666667,0.057735026940853425,306.26666666666665,0.05773502692318468,1448.6666666666667,230.0181152286346,44.566666666666684,14.08699163531133,46.0,2.9999999999955533,295.7,295.7,295.6,306.3,306.3,306.2,1347.0,1712.0,1477.0,50.4,28.5,45.0,46.0,43.0,40.0
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,295.6333333333334,0.0577350269416903,306.23333333333335,0.057735026923254426,1354.0,70.76015828133868,49.90000000000001,5.168171823768774,48.666666666666664,2.5166114784182674,295.6,295.7,295.7,306.2,306.3,306.3,1287.0,1347.0,1712.0,54.8,50.4,28.5,49.0,46.0,43.0
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,295.6,1.6496617477932554e-06,306.23333333333335,0.057735026923254426,1380.3333333333333,80.83522334560249,48.26666666666668,5.680082159030008,51.0,1.9999999999932943,295.6,295.6,295.7,306.2,306.2,306.3,1428.0,1287.0,1347.0,44.5,54.8,50.4,51.0,49.0,46.0
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,295.6,1.6496617477932554e-06,306.26666666666665,0.05773502692318468,1496.6666666666667,120.67034985170729,40.90000000000003,7.118988692222976,53.333333333333336,2.5166114784182416,295.6,295.6,295.6,306.3,306.2,306.2,1426.0,1428.0,1287.0,45.5,44.5,54.8,53.0,51.0,49.0
951,L48130,L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,295.6,1.6496617477932554e-06,306.26666666666665,0.05773502692318468,1495.3333333333333,121.82501111567126,40.233333333333356,6.6942761620157265,55.666666666666664,2.5166114784182274,295.6,295.6,295.6,306.3,306.3,306.2,1636.0,1426.0,1428.0,32.7,45.5,44.5,56.0,53.0,51.0
952,H30365,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,295.6,1.6496617477932554e-06,306.26666666666665,0.05773502692318468,1523.0,106.69114302508947,37.00000000000002,5.008991914547187,58.0,1.999999999993244,295.6,295.6,295.6,306.2,306.3,306.3,1424.0,1636.0,1426.0,42.5,32.7,45.5,58.0,56.0,53.0
953,L48132,L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,295.56666666666666,0.05773502694340507,306.23333333333335,0.057735026923254426,1460.3333333333333,43.821608064212235,42.40000000000001,6.550572494064807,61.0,3.6055512754602312,295.6,295.6,295.6,306.3,306.2,306.3,1509.0,1424.0,1636.0,35.8,42.5,32.7,60.0,58.0,56.0
954,L48133,L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,295.53333333333336,0.05773502694429117,306.2,0.10000000000250964,1535.6666666666667,103.60662784461923,39.16666666666668,8.561736583972447,64.0,3.605551275460219,295.5,295.6,295.6,306.2,306.3,306.2,1448.0,1509.0,1424.0,48.9,35.8,42.5,65.0,60.0,58.0
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,295.5333333333333,0.05773502694429117,306.1666666666667,0.05773502692338569,1504.0,127.57742747053685,41.40000000000001,8.10617048920133,67.0,1.9999999999931655,295.5,295.5,295.6,306.1,306.2,306.3,1650.0,1448.0,1509.0,32.8,48.9,35.8,67.0,65.0,60.0
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,295.56666666666666,0.05773502694340507,306.2,0.10000000000254043,1658.3333333333333,248.60477335186758,32.066666666666684,10.818656724997473,70.0,3.6055512754601775,295.6,295.5,295.5,306.2,306.1,306.2,1414.0,1650.0,1448.0,42.5,32.8,48.9,69.0,67.0,65.0
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,295.6,1.6496618792386502e-06,306.23333333333335,0.057735026923348774,1652.3333333333333,249.12312886067693,31.866666666666685,10.803857335846908,73.0,3.6055512754601566,295.6,295.6,295.5,306.3,306.2,306.1,1911.0,1414.0,1650.0,20.9,42.5,32.8,74.0,69.0,67.0
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,295.6333333333334,0.05773502694164928,306.29999999999995,0.10000000000250964,1643.3333333333333,262.1837777844645,31.066666666666688,9.650043177796313,77.0,3.605551275460129,295.6,295.6,295.6,306.2,306.3,306.2,1632.0,1911.0,1414.0,32.2,20.9,42.5,76.0,74.0,69.0
959,L48138,L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,295.7,0.10000000001209962,306.3333333333333,0.11547005384009282,1472.6666666666667,138.11710007574527,39.96666666666669,7.70086575219514,80.33333333333333,4.041451884323913,295.7,295.6,295.6,306.4,306.2,306.3,1387.0,1632.0,1911.0,40.1,32.2,20.9,81.0,76.0,74.0
960,L48139,L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,295.7666666666667,0.05773502693821973,306.43333333333334,0.057735026923315946,1430.3333333333333,64.94099886307141,40.96666666666669,6.245264872952299,83.66666666666667,2.516611478417974,295.8,295.7,295.6,306.4,306.4,306.2,1399.0,1387.0,1632.0,47.6,40.1,32.2,84.0,81.0,76.0
961,L48140,L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,295.8,1.4562754021749363e-06,306.4666666666667,0.05773502692328723,1479.3333333333333,71.06569730420892,40.233333333333356,6.5209917446146175,86.0,1.9999999999929101,295.8,295.8,295.7,306.5,306.4,306.4,1505.0,1399.0,1387.0,35.2,47.6,40.1,86.0,84.0,81.0
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,295.8,1.4562754021749363e-06,306.5,7.028959311769667e-07,1510.6666666666667,21.07921567168604,37.86666666666668,2.6501572280399324,88.0,1.9999999999928852,295.8,295.8,295.8,306.5,306.5,306.4,1534.0,1505.0,1399.0,37.9,35.2,47.6,88.0,86.0,84.0
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,295.8,1.4562754021749363e-06,306.5333333333333,0.05773502692318877,1502.3333333333333,28.183919765239413,40.53333333333335,2.650157228039874,90.0,1.9999999999928604,295.8,295.8,295.8,306.5,306.5,306.5,1493.0,1534.0,1505.0,40.5,37.9,35.2,90.0,88.0,86.0
964,L48143,L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,295.8,1.4562754021749363e-06,306.56666666666666,0.057735026923119034,1531.3333333333333,77.92517778826979,38.43333333333336,6.06987094865552,92.33333333333333,2.5166114784178824,295.8,295.8,295.8,306.6,306.5,306.5,1480.0,1493.0,1534.0,43.2,40.5,37.9,92.0,90.0,88.0
965,L48144,L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,295.76666666666665,0.05773502693821973,306.56666666666666,0.057735026923119034,1612.6666666666667,128.7024993282316,33.666666666666686,8.686387818496993,94.66666666666667,2.5166114784178544,295.8,295.8,295.8,306.6,306.6,306.5,1621.0,1480.0,1493.0,31.6,43.2,40.5,95.0,92.0,90.0
966,L48145,L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,295.7666666666667,0.05773502693821973,306.56666666666666,0.05773502692311903,1622.0,114.50327506233222,34.76666666666669,10.51395897525441,97.0,1.99999999999276,295.7,295.8,295.8,306.5,306.6,306.6,1737.0,1621.0,1480.0,26.2,31.6,43.2,97.0,95.0,92.0
967,M15826,M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,295.76666666666665,0.05773502693821973,306.5333333333333,0.05773502692321748,1628.6666666666667,114.99710141274623,34.96666666666668,10.428966072115333,99.0,1.9999999999927351,295.8,295.7,295.8,306.6,306.5,306.6,1508.0,1737.0,1621.0,46.5,26.2,31.6,99.0,97.0,95.0
968,M15827,M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,295.8333333333333,0.05773502693643112,306.56666666666666,0.05773502692311903,1560.3333333333333,70.88253193371021,39.10000000000002,7.163099887618399,101.33333333333333,2.516611478417783,295.8,295.8,295.7,306.5,306.6,306.5,1641.0,1508.0,1737.0,32.2,46.5,26.2,101.0,99.0,97.0
969,L48148,L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,295.8666666666666,0.05773502693556553,306.6,0.10000000000232015,1573.3333333333333,59.07904309764547,37.233333333333356,4.508140784551025,104.0,2.9999999999951092,295.9,295.8,295.8,306.6,306.5,306.6,1532.0,1641.0,1508.0,38.6,32.2,46.5,104.0,101.0,99.0
970,L48149,L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,295.9,1.349403334601495e-06,306.6333333333333,0.05773502692286059,1497.0,73.99324293474447,40.166666666666686,1.3576941236272324,106.66666666666667,2.516611478417725,295.9,295.9,295.8,306.7,306.6,306.5,1547.0,1532.0,1641.0,40.9,38.6,32.2,107.0,104.0,101.0
971,L48150,L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,295.8666666666666,0.05773502693556553,306.59999999999997,0.10000000000232015,1509.0,84.65813605318813,39.00000000000002,3.3778691508107235,109.0,1.9999999999925975,295.9,295.9,295.9,306.6,306.7,306.6,1412.0,1547.0,1532.0,41.0,40.9,38.6,109.0,107.0,104.0
972,L48151,L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,295.8666666666667,0.05773502693556553,306.56666666666666,0.05773502692311903,1512.3333333333333,87.06510973595249,39.066666666666684,3.435597958628466,111.0,1.9999999999925726,295.8,295.9,295.9,306.5,306.6,306.7,1568.0,1412.0,1547.0,35.1,41.0,40.9,111.0,109.0,107.0
973,L48152,L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,295.8333333333333,0.05773502693643112,306.56666666666666,0.05773502692311903,1589.6666666666667,47.37439533475283,37.133333333333354,3.4355979586285104,113.0,1.9999999999925477,295.9,295.8,295.9,306.6,306.5,306.6,1557.0,1568.0,1412.0,41.1,35.1,41.0,113.0,111.0,109.0
974,L48153,L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,295.8666666666666,0.05773502693556553,306.6,6.854948549881375e-07,1626.6666666666667,62.819848243476734,35.56666666666669,5.3594153910041955,115.0,1.9999999999925229,295.8,295.9,295.8,306.6,306.6,306.5,1644.0,1557.0,1568.0,35.2,41.1,35.1,115.0,113.0,111.0
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,295.90000000000003,0.10000000000908692,306.6,6.854948549881375e-07,1611.3333333333333,88.6359595950393,33.60000000000002,2.771281292110137,117.0,1.999999999992498,295.9,295.8,295.9,306.6,306.6,306.6,1679.0,1644.0,1557.0,30.4,35.2,41.1,117.0,115.0,113.0
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,295.9666666666667,0.05773502693296875,306.6,6.854948549881375e-07,1606.0,86.13361713059601,34.133333333333354,3.3306655991457417,119.0,1.9999999999924731,296.0,295.9,295.8,306.6,306.6,306.6,1511.0,1679.0,1644.0,35.2,30.4,35.2,119.0,117.0,115.0
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,296.0,1.2313822618151264e-06,306.6,6.854948549881375e-07,1510.3333333333333,118.00141242092583,41.100000000000016,8.869611039949739,121.33333333333333,2.5166114784175746,296.0,296.0,295.9,306.6,306.6,306.6,1628.0,1511.0,1679.0,36.8,35.2,30.4,121.0,119.0,117.0
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,296.0,1.2313822618151264e-06,306.6333333333334,0.057735026922938526,1645.6666666666667,262.9454949858115,36.36666666666668,15.154647252025777,124.0,2.9999999999949347,296.0,296.0,296.0,306.6,306.6,306.6,1392.0,1628.0,1511.0,51.3,36.8,35.2,124.0,121.0,119.0
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,296.06666666666666,0.11547005384363929,306.7,0.10000000000220646,1611.6666666666667,272.78257520108104,38.20000000000002,15.560526983363989,126.66666666666667,2.516611478417517,296.0,296.0,296.0,306.7,306.6,306.6,1917.0,1392.0,1628.0,21.0,51.3,36.8,127.0,124.0,121.0
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,296.1333333333334,0.11547005384280241,306.76666666666665,0.05773502692265956,1610.6666666666667,273.9933089207352,38.86666666666668,16.42142908925201,129.33333333333334,2.5166114784174907,296.2,296.0,296.0,306.8,306.7,306.6,1526.0,1917.0,1392.0,42.3,21.0,51.3,129.0,127.0,124.0
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,296.1666666666667,0.057735026927865446,306.76666666666665,0.05773502692265956,1441.3333333333333,74.00225221797947,46.13333333333335,6.211548384527874,131.66666666666666,2.5166114784174907,296.2,296.2,296.0,306.8,306.8,306.7,1389.0,1526.0,1917.0,53.3,42.3,21.0,132.0,129.0,127.0
982,L48161,L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,296.1666666666667,0.057735026927865446,306.76666666666665,0.05773502692265956,1484.3333333333333,148.13957382594785,42.40000000000001,11.10540408990137,134.0,1.9999999999923384,296.1,296.2,296.2,306.7,306.8,306.8,1409.0,1389.0,1526.0,42.8,53.3,42.3,134.0,132.0,129.0
983,L48162,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,296.1666666666667,0.057735026927865446,306.8,0.10000000000208567,1526.6666666666667,123.34639570467172,37.666666666666686,5.980245256954959,136.0,1.9999999999923384,296.2,296.1,296.2,306.8,306.7,306.8,1655.0,1409.0,1389.0,31.1,42.8,53.3,136.0,134.0,132.0
984,L48163,L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,296.2,9.677279614647237e-07,306.8666666666666,0.05773502692241753,1565.6666666666667,77.52633961005417,35.03333333333335,4.001666319588977,138.0,1.9999999999923384,296.2,296.2,296.1,306.9,306.8,306.7,1516.0,1655.0,1409.0,39.1,31.1,42.8,138.0,136.0,134.0
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,296.23333333333335,0.05773502692627375,306.9666666666667,0.11547005383958207,1487.0,59.101607423149886,40.86666666666669,7.018784320189053,140.0,1.9999999999923384,296.2,296.2,296.2,306.9,306.9,306.8,1526.0,1516.0,1655.0,34.9,39.1,31.1,140.0,138.0,136.0
986,L48165,L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,296.29999999999995,0.10000000000328887,307.06666666666666,0.15275252316636592,1564.3333333333333,167.81636789459324,36.26666666666669,11.709967264400557,142.0,1.9999999999923384,296.3,296.2,296.2,307.1,306.9,306.9,1419.0,1526.0,1516.0,48.6,34.9,39.1,142.0,140.0,138.0
987,H30400,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,296.3666666666666,0.05773502692304112,307.1333333333333,0.05773502692191292,1601.6666666666667,167.48233737720963,35.46666666666669,11.929934339020178,144.0,1.9999999999923384,296.4,296.3,296.2,307.2,307.1,306.9,1748.0,1419.0,1526.0,25.3,48.6,34.9,144.0,142.0,140.0
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,296.3666666666667,0.05773502692304112,307.1333333333333,0.05773502692191292,1640.0,107.01401777337455,30.53333333333335,4.578573285788243,147.0,3.6055512754597396,296.4,296.4,296.3,307.1,307.2,307.1,1638.0,1748.0,1419.0,32.5,25.3,48.6,146.0,144.0,142.0
