UID,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp,Temp_Diff,Power_Index,Wear_Ratio,Machine_Load,Health_Score,Temp_Speed_Ratio,Torque_Wear_Ratio
1194,L48373,L,-1.4523497796593403,-1.2169634301395695,-1.2308703277930515,1.0910199139436854,-0.926160366387718,0,0,0,0,0,0,2026-01-09 06:50:00,0.2353863495197707,-1.3429040391046108,-0.2824677058518591,-1.327731336823485,-0.7470647980071987,5.2711989529916385,14.775532604514614
1195,M16054,M,-1.50234581328699,-1.284364315745098,-0.1555368991957116,0.31435042097725,-0.8947390040227805,0,0,0,0,0,0,2026-01-09 07:00:00,0.2179814975418921,-0.048893089739668,-0.2728845705071879,-0.4037404633426292,-0.704527122254666,-1.5209241404649134,2.9863903344148626
1196,M16055,M,-1.50234581328699,-1.3517652013506651,-0.8208994581403156,0.7985080269823005,-0.8476069604753741,0,0,0,0,0,0,2026-01-09 07:10:00,0.1505806119363248,-0.655494806670463,-0.2585098674901809,-1.0793953638738518,-0.7448218812542089,-7.547521561435031,5.2397932968143595
1197,M16056,M,-1.50234581328699,-1.419166086956232,-0.2496285741979788,-0.5329253895315887,-0.8004749169279677,0,0,0,0,0,0,2026-01-09 07:20:00,0.0831797263307581,0.1330334051426729,-0.2441351644731739,0.7563096397011705,-0.9009081561801515,-1.8912848199668335,-2.6709693905462135
1198,M16057,M,-1.5523418469146395,-1.419166086956232,-0.5991119384921143,0.7682481766069852,-0.7533428733805613,0,0,0,0,0,0,2026-01-09 07:30:00,0.1331757599584075,-0.4602666543300431,-0.2297604614561669,-1.0902717586065953,-0.7111429138273123,-3.540055749273831,3.1146400962997376
1199,H30612,H,-1.5523418469146395,-1.419166086956232,0.180504797240957,-0.351366287279695,-0.7062108298331549,0,0,0,0,0,0,2026-01-09 07:40:00,0.1331757599584075,-0.0634233004427291,-0.21538575843916,0.498647119007064,-0.7697160507485528,-1.2021688435939162,-1.1959810740475947
1200,M16059,M,-1.5523418469146395,-1.419166086956232,2.455507082117204,-1.9753115907549696,-0.6276574239208109,0,0,0,0,0,0,2026-01-09 07:50:00,0.1331757599584075,-4.850391600487028,-0.1914279200774817,2.80329522077102,-0.6237939732858895,-0.4106969116922495,-5.3050919171136215
1201,M16060,M,-1.5523418469146395,-1.3517652013506651,-0.6730411117081814,1.605437370324052,-0.5805253803734045,0,0,0,0,0,0,2026-01-09 08:00:00,0.2005766455639743,-1.0805253525007592,-0.1770532170604747,-2.1701743701519747,-0.5104472340045676,-4.1343583238030295,3.827257467336563
1202,L48381,L,-1.5523418469146395,-1.3517652013506651,0.8593090240430279,0.1025314683500401,-0.5333933368259981,0,0,0,0,0,0,2026-01-09 08:10:00,0.2005766455639743,0.0881062160015715,-0.1626785140434678,-0.1385984709589713,-0.49513197853964697,-0.7270255691070011,0.21973854306449364
1203,M16062,M,-1.50234581328699,-1.284364315745098,-1.1771036563631845,1.1515396146943166,-0.5019719744610606,0,0,0,0,0,0,2026-01-09 08:20:00,0.2179814975418921,-1.3554814909037327,-0.1530953786987965,-1.4789963892802398,-0.6628492290324033,7.252048557999652,2.3121984218622673
1204,H30617,H,-1.50234581328699,-1.284364315745098,-0.8074577902828489,0.7682481766069852,-0.4548399309136541,0,0,0,0,0,0,2026-01-09 08:30:00,0.2179814975418921,-0.6203279750719042,-0.1387206756817895,-0.9867105436702496,-0.6561519347243211,-6.670559757425962,1.4092157884830432
1205,L48384,L,-1.5523418469146395,-1.3517652013506651,-0.0614452241934443,-0.5530986231151328,-0.3762865250013101,0,0,0,0,0,0,2026-01-09 08:40:00,0.2005766455639743,0.0339852688983946,-0.1147628373201112,0.7476594716420032,-0.7789874841150383,-1.4402624505202835,-0.8867831869694567
1206,L48385,L,-1.6023378805422608,-1.3517652013506651,-1.0695703135034504,1.4642247352392457,-0.3448651626363725,0,0,0,0,0,0,2026-01-09 08:50:00,0.2505726791915956,-1.566091309109347,-0.1051797019754399,-1.9792880440533036,-0.5808627645587007,19.430201378690384,2.2349975176583983
1207,H30620,H,-1.5523418469146395,-1.3517652013506651,-1.4257745117263194,1.3633585673215267,-0.3134438002714349,0,0,0,0,0,0,2026-01-09 09:00:00,0.2005766455639743,-1.943841895630744,-0.0955965666307686,-1.8429406682685376,-0.6559933585883064,3.17483823977598,1.9857931045711048
1208,M16067,M,-1.50234581328699,-1.284364315745098,0.288038140100691,-0.5127521559480455,-0.2348903943590909,0,0,0,0,0,0,2026-01-09 09:10:00,0.2179814975418921,-0.1476921773318945,-0.0716387282690903,0.6585605719210351,-0.6492629078477067,-0.9971477363587185,-0.6701682375540541
1209,L48388,L,-1.50234581328699,-1.284364315745098,-0.2765119099129123,0.4152165888949689,-0.1877583508116845,0,0,0,0,0,0,2026-01-09 09:20:00,0.2179814975418921,-0.1148123320228723,-0.0572640252520833,-0.5332893700821003,-0.5671527601723432,-1.7752390583105473,0.5111983475729183
1210,H30623,H,-1.50234581328699,-1.284364315745098,2.455507082117204,-2.691461382970774,-0.1563369884467469,0,0,0,0,0,0,2026-01-09 09:30:00,0.2179814975418921,-6.6089024871297,-0.047680889907412,3.456816957493613,-0.6358002836664809,-0.37168620559103654,-3.1902090599131188
1211,L48390,L,-1.50234581328699,-1.284364315745098,0.0460881186662896,-0.0992008674853977,-0.0777835825344029,0,0,0,0,0,0,2026-01-09 09:40:00,0.2179814975418921,-0.0045719813524658,-0.0237230515457337,0.1274100542892029,-0.5835212920771198,-1.2277783227120471,-0.10756788277313264
1212,H30625,H,-1.5523418469146395,-1.3517652013506651,-0.7671327867104486,0.6976418590645816,-0.0463622201694653,0,0,0,0,0,0,2026-01-09 09:50:00,0.2005766455639743,-0.5351839434700706,-0.0141399162010624,-0.9430479880890864,-0.6039920392161273,-5.804875586628227,0.731558537024986
1213,L48392,L,-1.5523418469146395,-1.419166086956232,-1.150220320648251,1.6659570710746834,0.0321911857428786,0,0,0,0,0,0,2026-01-09 10:00:00,0.1331757599584075,-1.9162176764777437,0.0098179221606157,-2.3642697775941235,-0.484715999540312,9.447231112489003,1.6140004817767137
1214,M16073,M,-1.6023378805422608,-1.4865669725617607,0.1401797936685568,-0.1092874842771697,0.0636125481078162,0,0,0,0,0,0,2026-01-09 10:10:00,0.1157709079805,-0.0153198969965292,0.019401057505287,0.1624631646408031,-0.5988799991209637,-1.3038004890252393,-0.10275121751016747
1215,M16074,M,-1.6023378805422608,-1.4865669725617607,1.1012590454774294,-0.7043978749917112,0.1107445916552226,0,0,0,0,0,0,2026-01-09 10:20:00,0.1157709079805,-0.7757245314497015,0.033775760522294,1.047134616505366,-0.5162598181926161,-0.7074648771941378,-0.6341672786738698
1216,L48395,L,-1.6023378805422608,-1.419166086956232,1.20207155440843,-1.1683822474132184,0.157876635202629,0,0,0,0,0,0,2026-01-09 10:30:00,0.1831717935860288,-1.4044790642912222,0.048150463539301,1.6581284621305452,-0.5659876050601305,-0.6444686523083852,-1.0090731705703266
1217,L48396,L,-1.5523418469146395,-1.3517652013506651,-0.108491061694578,0.1025314683500401,0.1892979975675666,0,0,0,0,0,0,2026-01-09 10:40:00,0.2005766455639743,-0.0111237478583998,0.0577335988839723,-0.1385984709589713,-0.5441537288084553,-1.5162665715052697,0.08621175564050763
1218,L48397,L,-1.50234581328699,-1.284364315745098,-0.5050202634898471,0.3546968881443374,0.2207193599325042,0,0,0,0,0,0,2026-01-09 10:50:00,0.2179814975418921,-0.1791291159096821,0.0673167342286436,-0.4555600260384174,-0.5432628288890188,-2.5947816062137994,0.29056382636869893
1219,M16078,M,-1.50234581328699,-1.2169634301395695,1.1550257169072964,-0.9363900612024648,0.2521407222974419,0,0,0,0,0,0,2026-01-09 11:00:00,0.2853823831474205,-1.081554601745244,0.0768998695733149,1.139552460829553,-0.4497065730848572,-0.5647094698647256,-0.7478313296003709
1220,M16079,M,-1.5523418469146395,-1.284364315745098,-1.1636619885057178,0.1832244026842149,0.2992727658448482,0,0,0,0,0,0,2026-01-09 11:10:00,0.2679775311695416,-0.2132112727702858,0.0912745725903219,-0.2353268845813159,-0.7035741965272784,7.84766412452716,0.1410207367542825
1221,L48400,L,-1.50234581328699,-1.2169634301395695,0.3149214758156246,-1.0675160794954994,0.3464048093922546,0,0,0,0,0,0,2026-01-09 11:20:00,0.2853823831474205,-0.3361837392116323,0.1056492756073288,1.2991280298319885,-0.625099807542836,-0.9255027410550936,-0.7928641312395184
1222,M16081,M,-1.50234581328699,-1.1495625445340023,-0.881386963498916,0.6472087751057222,0.3778261717571922,0,0,0,0,0,1,2026-01-09 11:30:00,0.3527832687529877,-0.5704413770402853,0.1152324109520001,-0.7440069663552689,-0.5016520748913987,-9.691704878691782,0.4697318053410998
1223,L48402,L,-1.50234581328699,-1.1495625445340023,-0.881386963498916,1.918122490868981,0.4249582153045986,0,0,0,0,0,0,2026-01-09 11:40:00,0.3527832687529877,-1.6906081578459884,0.1296071139690071,-2.2050017713312444,-0.23804292302926577,-9.691704878691782,1.3460903416448347
1224,L48403,L,-1.50234581328699,-1.1495625445340023,-0.2563494081267122,0.8186812605658446,0.4563795776695362,0,0,0,0,0,0,2026-01-09 11:50:00,0.3527832687529877,-0.2098684565904849,0.1391902493136784,-0.9411253130583768,-0.32663938554246463,-1.5458369254278475,0.5621345376703776
1225,L48404,L,-1.4523497796593403,-1.1495625445340023,1.5649965865600322,-1.4407209007910595,0.4878009400344739,0,0,0,0,0,0,2026-01-09 12:00:00,0.302787235125338,-2.254723291923703,0.1487733846583498,1.6561987846766903,-0.39796713967797925,-0.44817312840002776,-0.9683559554396279
1226,H30639,H,-1.4523497796593403,-1.1495625445340023,-0.2563494081267122,0.1529645523088995,0.5192223023994115,0,0,0,0,0,0,2026-01-09 12:10:00,0.302787235125338,-0.0392123724487538,0.1583565200030211,-0.175842319975723,-0.43721497552234884,-1.5458369254278475,0.10068608923612571
1227,L48406,L,-1.4523497796593403,-1.082161658928474,-0.2832327438416457,0.2538307202266185,0.5977757083117554,0,0,0,0,0,0,2026-01-09 12:20:00,0.3701881207308664,-0.0718931713610862,0.1823143583646993,-0.2746858732874468,-0.39322755077821714,-1.509781103462396,0.15886505152517408
1228,L48407,L,-1.4523497796593403,-1.082161658928474,-0.7268077831380484,0.2134842530595311,0.6291970706766931,0,0,0,0,0,0,2026-01-09 12:30:00,0.3701881207308664,-0.1551620167010799,0.1918974937093706,-0.2310244734460083,-0.4837275795979278,-3.961173094017197,0.13103648226599107
1229,M16088,M,-1.4523497796593403,-1.082161658928474,0.3552464793880248,-0.1798938018195725,0.6606184330416307,0,0,0,0,0,0,2026-01-09 12:40:00,0.3701881207308664,-0.0639066397601301,0.201480629054042,0.1946741750080187,-0.3397080655955463,-0.7984980410479539,-0.1083294020108367
1230,L48409,L,-1.4523497796593403,-1.082161658928474,-1.5198661867285863,1.3633585673215267,0.7077504765890371,0,0,0,0,0,0,2026-01-09 12:50:00,0.3701881207308664,-2.0721225868587174,0.2158553320710489,-1.475374368927011,-0.3966537162811673,2.081615782204071,0.7983359313970863
1231,M16090,M,-1.4523497796593403,-1.082161658928474,2.351334156221837,-1.662626470210041,0.7391718389539746,0,0,0,0,0,0,2026-01-09 13:00:00,0.3701881207308664,-3.909390408443418,0.2254384674157202,1.7992306191808909,-0.2213263827244088,-0.3229047324091551,-0.9559874607962996
1232,M16091,M,-1.4023537460317193,-1.014760773322907,0.4963839918914257,0.0722716179747247,0.7863038825013811,0,0,0,0,0,0,2026-01-09 13:10:00,0.3875929727088123,0.0358744742307459,0.2398131704327272,-0.0733384029453293,-0.21243100539741894,-0.6781419600995944,0.040458747631182415
1233,L48412,L,-1.4023537460317193,-0.94735988771734,-0.2025827366968452,-0.2908465865290635,0.8334359260487875,0,0,0,0,0,0,2026-01-09 13:20:00,0.4549938583143792,0.0589204974579934,0.2541878734497342,0.2755363895571452,-0.4019414061852361,-1.188035337726544,-0.15863471550700053
1234,M16093,M,-1.4023537460317193,-1.014760773322907,-1.116616151004584,1.5751775199487366,0.8648572884137251,0,0,0,0,0,0,2026-01-09 13:30:00,0.3875929727088123,-1.7588686594741043,0.2637710087944055,-1.5984283582640386,-0.2187391723993497,8.701717254267963,0.8446638408929434
1235,H30648,H,-1.4023537460317193,-1.014760773322907,2.455507082117204,-2.620855065428371,0.9119893319611314,0,0,0,0,0,0,2026-01-09 13:40:00,0.3875929727088123,-6.435528174362113,0.2781457118114124,2.659540912961352,-0.3340946341409323,-0.29366479338863305,-1.3707477450934071
1236,H30649,H,-1.4523497796593403,-1.082161658928474,0.8324256883280944,-0.8657837436600616,0.9905427378734756,0,0,0,0,0,0,2026-01-09 13:50:00,0.3701881207308664,-0.7207006287595012,0.3021035501730908,0.9369179723124768,-0.31546535120926117,-0.5905623708625469,-0.4349485832115267
1237,H30650,H,-1.4523497796593403,-1.082161658928474,-1.150220320648251,0.6673820086892662,1.0690961437858195,0,0,0,0,0,0,2026-01-09 14:00:00,0.3701881207308664,-0.7676363480294417,0.326061388534769,-0.7222152216621935,-0.3896507213521959,7.203830042823656,0.32254760644817554
1238,M16097,M,-1.4523497796593403,-1.082161658928474,-0.1891410688393784,-0.2706733529455201,1.1476495496981634,0,0,0,0,0,0,2026-01-09 14:10:00,0.3701881207308664,0.0511954472824539,0.3500192268964472,0.2929123246512563,-0.36933526213490986,-1.3345868403761967,-0.1260323654683611
1239,M16098,M,-1.4523497796593403,-1.082161658928474,0.5703131651074927,-0.7447443421587987,1.19478159324557,0,0,0,0,0,0,2026-01-09 14:20:00,0.3701881207308664,-0.424737502972482,0.3643939299134544,0.8059337727881606,-0.30283220447871007,-0.6891374809650767,-0.33932503555285226
1240,H30653,H,-1.4023537460317193,-1.014760773322907,-0.3235577474140459,-0.0689410171100823,1.2419136367929762,0,0,0,0,0,0,2026-01-09 14:30:00,0.3875929727088123,0.0223064002005714,0.3787686329304612,0.0699586398362948,-0.31353992941715564,-1.5001439804264198,-0.03075096916253268
1241,L48420,L,-1.4023537460317193,-0.94735988771734,0.7114506776108936,-0.8758703604518333,1.3204670427053202,0,0,0,0,0,0,2026-01-09 14:40:00,0.4549938583143792,-0.6231385614427545,0.4027264712921395,0.8297644463325949,-0.23873325477693572,-0.5535420331480488,-0.37745434187709836
1242,M16101,M,-1.4523497796593403,-1.014760773322907,0.6106381686798931,-0.7649175757423428,1.3518884050702578,0,0,0,0,0,0,2026-01-09 14:50:00,0.4375890063364334,-0.4670878676423676,0.4123096066368108,0.776208350688583,-0.2539003109948879,-0.6300364619786842,-0.3252354891045489
1243,L48422,L,-1.4523497796593403,-1.082161658928474,-0.4176494224163132,0.4454764392702843,1.3990204486176645,0,0,0,0,0,0,2026-01-09 15:00:00,0.3701881207308664,-0.18605297756131,0.4266843096538179,-0.4820775225342804,-0.22153279462323577,-1.858264936249611,0.18569097213280175
1244,M16103,M,-1.4523497796593403,-1.082161658928474,-0.6595994438507147,1.3532719505297546,1.4304418109826018,0,0,0,0,0,0,2026-01-09 15:10:00,0.3701881207308664,-0.8926174259481979,0.4362674449984891,-1.4644590189666509,-0.08207942418523446,-3.179083110704095,0.5568008023951172
1245,L48424,L,-1.4523497796593403,-1.082161658928474,1.3163257311968972,-1.1683822474132184,1.4775738545300083,0,0,0,0,0,0,2026-01-09 15:20:00,0.3701881207308664,-1.5379716161436787,0.4506421480154961,1.264378471123267,-0.18179882005482545,-0.46718889504771716,-0.47158321649098073
1246,M16105,M,-1.4523497796593403,-1.082161658928474,0.3888506490316917,-0.6640514078246238,1.508995216894946,0,0,0,0,0,0,2026-01-09 15:30:00,0.3701881207308664,-0.2582168209230135,0.4602252833601674,0.7186109731052834,-0.2601433960971601,-0.7791778472962217,-0.2646682637547763
1247,H30660,H,-1.4023537460317193,-1.014760773322907,0.825704854399361,-0.6741380246163958,1.5561272604423522,0,0,0,0,0,0,2026-01-09 15:40:00,0.3875929727088123,-0.5566390394609539,0.4745999863771743,0.6840888231861108,-0.14188408582586173,-0.5558186312961046,-0.2637341399425209
1248,L48427,L,-1.4023537460317193,-1.014760773322907,-0.1152118956233113,0.2941771873937059,1.6346806663546962,0,0,0,0,0,0,2026-01-09 15:50:00,0.3875929727088123,-0.0338927114087629,0.4985578247388526,-0.2985194701735947,-0.12069371224590712,-1.1468969443681443,0.11165572782705578
1249,L48428,L,-1.4023537460317193,-0.94735988771734,-0.2765119099129123,0.0218385340158652,1.6661020287196338,0,0,0,0,0,0,2026-01-09 16:00:00,0.4549938583143792,-0.0060386147504249,0.5081409600835239,-0.0206889511331813,-0.18765699618529458,-1.3094339778327304,0.008191184651081384
1250,L48429,L,-1.3523577124040698,-0.8799590021118113,-0.4243702563450466,-0.3211064369043796,1.6975233910845715,0,0,0,0,0,0,2026-01-09 16:10:00,0.4723987102922584,0.1362680209431561,0.5177240954281953,0.2825604997900572,-0.2560540033361472,-1.5286892517480482,-0.11903749860544303
1251,L48430,L,-1.3523577124040698,-0.8799590021118113,0.1267381258110901,-0.3917127544467824,1.728944753449509,0,0,0,0,0,0,2026-01-09 16:20:00,0.4723987102922584,-0.0496449403548849,0.5273072307728666,0.3446911645174596,-0.1536693179404129,-0.7809791662799791,-0.1435400089912556
1252,M16111,M,-1.3023616787764485,-0.8125581165062443,-1.150220320648251,0.8792009613164761,1.7603661158144466,0,0,0,0,0,0,2026-01-09 16:30:00,0.4898035622702041,-1.0112748116396877,0.5368903661175378,-0.7144018771577951,-0.1251146077600042,5.409109187091223,0.3185088225360525
1253,L48432,L,-1.252365645148799,-0.8125581165062443,0.0192047829513561,0.1529645523088995,1.807498159361853,0,0,0,0,0,0,2026-01-09 16:40:00,0.4398075286425547,0.0029376510263437,0.5512650691345449,-0.1242925885163402,-0.017051253406586975,-0.7972471578805626,0.05448429299902674
1254,L48433,L,-1.252365645148799,-0.8125581165062443,-1.4862620170849197,1.7466500054088585,-1.6959837443286894,0,0,0,0,0,0,2026-01-09 16:50:00,0.4398075286425547,-2.595979560180356,-0.5172545217963063,-1.4192546385906435,-0.7001039035319587,1.6710293791347908,-2.50961321962137
1255,H30668,H,-1.252365645148799,-0.8125581165062443,-0.6730411117081814,0.949807278858879,-1.6645623819637516,0,0,0,0,0,0,2026-01-09 17:00:00,0.4398075286425547,-0.6392593468717025,-0.507671386451635,-0.7717736135534918,-0.6905439952936195,-2.4851996553799656,-1.4292221537611587
1256,H30669,H,-1.252365645148799,-0.7451572309007156,-0.7469702849242486,1.080933297151914,-1.5860089760514078,0,0,0,0,0,0,2026-01-09 17:10:00,0.5072084142480834,-0.8074250529576728,-0.4837135480899567,-0.8054652624941007,-0.6499137679746514,-2.9449396118461113,-1.844567816068894
1257,M16116,M,-1.252365645148799,-0.7451572309007156,0.0326464508088228,-0.230326885778432,-1.5074555701390635,0,0,0,0,0,0,2026-01-09 17:20:00,0.5072084142480834,-0.0075193553465149,-0.4597557097282784,0.1716297444086418,-0.7405317762316376,-0.7215995661603924,0.4538858164771214
1258,L48437,L,-1.252365645148799,-0.7451572309007156,-0.4310910902737799,0.304263804185478,-1.4603235265916572,0,0,0,0,0,0,2026-01-09 17:30:00,0.5072084142480834,-0.1311654150771656,-0.4453810067112714,-0.2267243737901683,-0.7169347377458948,-1.3098005992898103,-0.6609781742817236
1259,L48438,L,-1.252365645148799,-0.7451572309007156,-0.6932036134943815,1.050673446776598,-1.4289021642267197,0,0,0,0,0,0,2026-01-09 17:40:00,0.5072084142480834,-0.7283306299081345,-0.4357978713666001,-0.7829169161809602,-0.6137910413988037,-2.4288331404029404,-2.449680916557947
1260,M16119,M,-1.252365645148799,-0.7451572309007156,-1.6811662010181876,0.859027727732932,-1.397480801861782,0,0,0,0,0,0,2026-01-09 17:50:00,0.5072084142480834,-1.4441683816020594,-0.4262147360219288,-0.6401107228644055,-0.8434284302393105,1.093943342736143,-2.161180423580926
1261,L48440,L,-1.2023696115211493,-0.6777563452951486,-0.0143993866923107,-0.6237049406575363,-1.3503487583143756,0,0,0,0,0,0,2026-01-09 18:00:00,0.5246132662260007,0.0089809686224325,-0.4118400330049218,0.4227199811225793,-0.7737158084961041,-0.6876582016528875,1.7802401916831463
1262,H30675,H,-1.2023696115211493,-0.6777563452951486,2.384938325865504,-1.491153984749919,-1.318927395949438,0,0,0,0,0,0,2026-01-09 18:10:00,0.5246132662260007,-3.556310287997147,-0.4022568976602506,1.0106390749764027,-0.46105380233003024,-0.20022708836854547,4.675528047099229
1263,H30676,H,-1.1023775442658783,-0.542954574084053,0.7921006847556941,-0.7043978749917112,-1.240373990037094,0,0,0,0,0,0,2026-01-09 18:20:00,0.5594229701818253,-0.5579540391213903,-0.3782990592985722,0.3824560482018366,-0.5596006597246086,-0.3029710209379618,2.9304246889732535
1264,L48443,L,-1.1023775442658783,-0.542954574084053,-0.8746661295701826,1.7063035382417708,-1.1618205841247502,0,0,0,0,0,0,2026-01-09 18:30:00,0.5594229701818253,-1.4924459116658375,-0.354341220936894,-0.9264453108641734,-0.3951030587606187,-4.33206580329847,-10.544415887946325
1265,M16124,M,-1.1023775442658783,-0.475553688478486,2.455507082117204,-2.4493825799682485,-1.1303992217598124,0,0,0,0,0,0,2026-01-09 18:40:00,0.6268238557873923,-6.014476271926543,-0.3447580855922227,1.1648129203988509,-0.5404411904710442,-0.13762196898381474,18.783720845204616
1266,L48445,L,-1.0523815106382577,-0.4081528028729574,0.1872256311696904,-0.4320592216138699,-1.083267178212406,0,0,0,0,0,0,2026-01-09 18:50:00,0.6442287077653003,-0.0808925604693419,-0.3303833825752156,0.1763461823088092,-0.5577270164335602,-0.34378705458947423,5.188829871377791
1267,L48446,L,-1.0023854770106078,-0.2733510316618234,0.6912881758246935,-0.5228387727398175,-1.0518458158474686,0,0,0,0,0,0,2026-01-09 19:00:00,0.7290344453487844,-0.3614322614577299,-0.3208002472305444,0.1429185179212307,-0.43182658428700477,-0.1616229780170573,10.084493110842718
1268,M16127,M,-0.9523894433829584,-0.2733510316618234,0.1267381258110901,-0.1294607178607131,-1.0204244534825309,0,0,0,0,0,0,2026-01-09 19:10:00,0.679038411721135,-0.016407608747825,-0.3112171118858731,0.0353882207869061,-0.44977750411538714,-0.24260387165389458,6.338515641137792
1269,L48448,L,-1.0023854770106078,-0.3407519172673904,-0.2294660724117787,0.5866890743550907,-0.9732924099351246,0,0,0,0,0,0,2026-01-09 19:20:00,0.6616335597432174,-0.1346252376191646,-0.2968424088688661,-0.1999154269263277,-0.39184136045396223,-0.4422283108726273,21.96712892963998
1270,L48449,L,-0.9523894433829584,-0.3407519172673904,-0.4243702563450466,0.1832244026842149,-0.9418710475701868,0,0,0,0,0,0,2026-01-09 19:30:00,0.611637526115568,-0.0777549867357683,-0.2872592735241948,-0.0624340665048186,-0.4952316523762734,-0.5919637076148823,3.1520334536468044
1271,M16130,M,-1.0023854770106078,-0.4081528028729574,-1.708049536733121,2.6140990495012417,-0.9104496852052492,0,0,0,0,0,0,2026-01-09 19:40:00,0.5942326741376504,-4.465010670475088,-0.2776761381795234,-1.0669518540414658,-0.28298769046413874,0.5764466773838155,29.19139989058388
1272,H30685,H,-1.0023854770106078,-0.4081528028729574,-0.2697910759841789,0.0520983843911806,-0.8633176416578429,0,0,0,0,0,0,2026-01-09 19:50:00,0.5942326741376504,-0.0140556791819339,-0.2633014351625165,-0.021264101614413,-0.4983097226268812,-0.558953457632783,0.38116392651612463
1273,H30686,H,-1.0023854770106078,-0.4081528028729574,0.2141089668846239,-0.1899804186113446,-0.7847642357454989,0,0,0,0,0,0,2026-01-09 20:00:00,0.5942326741376504,-0.0406765111571833,-0.2393435968008382,0.077541040347198,-0.4342347934711569,-0.33617477014461744,-0.882661946398026
1274,L48453,L,-0.9523894433829584,-0.4081528028729574,-0.8948286313563828,0.8287678773576166,-0.7062108298331549,0,0,0,0,0,0,2026-01-09 20:10:00,0.544236640510001,-0.7416052254080505,-0.21538575843916,-0.3382639320745826,-0.4265627660175674,-3.8808357078248217,2.8209612930488652
1275,H30688,H,-0.9523894433829584,-0.3407519172673904,-0.000957718834844,0.0218385340158652,-0.6747894674682173,0,0,0,0,0,0,2026-01-09 20:20:00,0.611637526115568,-2.091517535237548e-05,-0.2058026230944887,-0.0074415223362151,-0.389410002587509,-0.34107857464248725,0.0671519887312719
1276,M16135,M,-0.9523894433829584,-0.4081528028729574,-1.130057818862051,0.7682481766069852,-0.5962360615558733,0,0,0,0,0,0,2026-01-09 20:30:00,0.544236640510001,-0.8681648588012374,-0.1818447847328104,-0.3135626465841798,-0.4637175900133709,3.138241179531658,1.902716175117992
1277,M16136,M,-0.9023934097553372,-0.4081528028729574,1.094538211548696,-0.5631852399069049,-0.5491040180084669,0,0,0,0,0,0,2026-01-09 20:40:00,0.4942406068823798,-0.616427765258327,-0.1674700817158034,0.2298656342046822,-0.2656594517989941,-0.19486529327682703,-1.2490358362019742
1278,M16137,M,-0.9023934097553372,-0.4081528028729574,-0.8208994581403156,0.6572953918974942,-0.5019719744610606,0,0,0,0,0,0,2026-01-09 20:50:00,0.4942406068823798,-0.5395734310467794,-0.1530953786987965,-0.2682769565184412,-0.39522445066643536,-2.2789032273990726,1.319795991774166
1279,L48458,L,-0.9023934097553372,-0.4081528028729574,-0.8881077974276493,1.3028388665708952,-0.4548399309136541,0,0,0,0,0,0,2026-01-09 21:00:00,0.4942406068823798,-1.1570613561934129,-0.1387206756817895,-0.5317573350827378,-0.27013101487974056,-3.6477323127949113,2.389828126543405
1280,M16139,M,-0.8523973761276875,-0.2733510316618234,0.0057631150938893,0.0117519172240932,-0.4234185685487165,0,0,0,0,0,0,2026-01-09 21:10:00,0.5790463444658641,6.772765153630917e-05,-0.1291375403371182,-0.0032123986972102,-0.30633038880404895,-0.2717847051254268,0.020382059815060385
1281,H30694,H,-0.8523973761276875,-0.3407519172673904,-0.0614452241934443,-0.2908465865290635,-0.3762865250013101,0,0,0,0,0,0,2026-01-09 21:20:00,0.5116454588602971,0.0178711337151763,-0.1147628373201112,0.0991065319904543,-0.3843455258237792,-0.3630602347897725,-0.46631441869950685
1282,H30695,H,-0.8523973761276875,-0.3407519172673904,-0.6932036134943815,1.4440515016557014,-0.2977331190889661,0,0,0,0,0,0,2026-01-09 21:30:00,0.5116454588602971,-1.00102171901972,-0.0908049989584329,-0.4920633178220344,-0.14800690486454485,-1.1106777402058812,2.056271683754142
1283,L48462,L,-0.8523973761276875,-0.4081528028729574,0.1065756240248899,-0.3917127544467824,-0.2191797131766221,0,0,0,0,0,0,2026-01-09 21:40:00,0.4442445732547301,-0.0417470312436743,-0.0668471605967546,0.1598786586485407,-0.35297340451983195,-0.3688431174621437,-0.5016682597225962
1284,L48463,L,-0.8523973761276875,-0.4081528028729574,-1.170382822434451,0.5463426071880032,-0.1877583508116845,0,0,0,0,0,0,2026-01-09 21:50:00,0.4442445732547301,-0.6394300026168918,-0.0572640252520833,-0.2229912664527026,-0.41446974901175554,2.3955044120130142,0.6726355484651286
1285,L48464,L,-0.8024013425000663,-0.3407519172673904,2.455507082117204,-2.489729047135336,-0.1563369884467469,1,0,0,1,0,0,2026-01-09 22:00:00,0.4616494252326759,-6.113547307793736,-0.047680889907412,0.8483799462876788,-0.2667424426464672,-0.09861126288261295,-2.9510942319867026
1286,M16145,M,-0.7524053088724167,-0.2733510316618234,-0.2563494081267122,0.1731377858924436,-0.1249156260818093,0,0,0,0,0,0,2026-01-09 22:10:00,0.4790542772105933,-0.0443837689378973,-0.0380977545627407,-0.0473273923933433,-0.24677671777006363,-0.36757992886584057,0.19785267689927896
